-	False	53475	2020_05_26	32	FPÖ	Abgeordnete Dr. Dagmar Belakowitsch (FPÖ)	False	Daher stellen die unterzeichnenden Abgeordneten folgenden Der Bundesminister für Soziales, Gesundheit, Pflege und Konsumentenschutz, wird auf­gefordert dafür Sorge zu tragen, dass 1)          die allgemeine COVID-19 Maskenpflicht im öffentlichen Raum – konkret in öffent­lichen Verkehrsmitteln, im Handel, in der Gastronomie und in der Beherbergung, im Schul- und Unterrichtswesen aber auch im Bereich des öffentlichen Kultur-, Sport- und Veranstaltungswesens – umgehend abgeschafft wird.	True	False	False	False	False
+	True	174622	2021_02_24	85	ÖVP	Abgeordneter Dr. Werner Saxinger, MSc (ÖVP)	True	Dank Maske und Abstand gibt es heuer de facto keine Erkältungskrankheiten, auch keine Grippewelle. Es wird aber leider nicht diesen einen Tag geben, den wir alle ersehnen, ab dem wir die Maske abnehmen und unser früheres Leben wieder aufnehmen. Der Weg zurück erfolgt leider in Trippelschritten, aber Impfungen und Tests bieten uns Freiräume, Möglichkeiten, und diese sollten wir nützen.	True	False	False	False	False
+	True	193373	2021_04_21	97	Grüne	Bundesminister für Kunst, Kultur, öffentlichen Dienst und Sport Vizekanzler Mag. Werner Kogler	True	– Das hat sehr viel mit dem zu tun, was ich jetzt sagen will. Hören Sie nur einmal zu, denn dazu brauchen Sie eh keine Maske! Es ist doch so, dass Sie hier allvormittäglich oder eben in der Zeit, wie lange die Sitzungen jetzt immer dauern, die Gesundheit aller anderen hier und somit auch der Mitarbeiterinnen und Mitarbeiter im Haus nicht nur gefährden, sondern deren Gesundheit vorsätzlich gefährden.	True	False	False	False	False
+	True	151416	2020_12_11	71	SPÖ	Abgeordneter Dietmar Keck (SPÖ)	False	Wenn ich mir die Bilder anschaue, wie nahe die Menschen beieinanderstehen und großteils doch keine Masken tragen, dann erachte ich das für sehr fahrlässig, wenn man hier die Apothekerinnen und Apotheker ausschließt. Zum Dritten, zu den Masken: Jetzt kriegt jede Person über 65 Jahren in Österreich zehn FFP2-Masken. Ich muss sagen, ich schätze meinen pensionierten Generaldirektor der Voest Alpine sehr, aber der kriegt jetzt auch diese zehn Masken zugeschickt.	True	False	False	False	False
+	True	196268	2021_04_21	97	SPÖ	Abgeordnete Gabriele Heinisch-Hosek (SPÖ)	False	Es wäre – so haben Sie es zumindest vorige Woche gesagt – ein Akt der Menschlichkeit, wenn auf Sie als schwangere Frau dadurch sozusagen Rücksicht genommen würde. Vorige Woche haben im Ausschuss Abgeordnete aller Fraktionen Rücksicht genommen und Maske getragen. Frau Bundesministerin, wenn aber schwangere Frauen oder überhaupt Frauen jetzt zusehen – es sind jetzt Themen, die die Frauen und die Gleichbehandlung betreffen – und beim Zuschauen und Zuhören feststellen, dass hier mit zweierlei Maß gemessen wird, dann ist das wirklich bedauerlich.	True	False	False	False	False
+	False	33909	2020_04_03	22	Grüne	Bundesministerin für Justiz Dr. Alma Zadić, LL.M.	True	Sie finden sie vorne  in kleinen Packerln, und es würde mich freuen, wenn Sie diese Masken auch mit nach Hause nehmen.	True	False	False	False	False
o	True	174180	2021_02_24	85	Grüne	Abgeordneter Ralph Schallmeiner (Grüne)	True	Diesem Antrag brauchen wir nicht zuzustimmen, weil wir ihn schon längst erledigt haben , mit 1,7 Millionen Pensionistinnen und Pensionisten ab 65, die zehn Stück Gratis-FFP2-Masken bekommen haben. 52 000 Stück FFP2-Masken wurden an 245 Wohnungslosenvereine abgegeben, 1 Million Stück FFP2-Masken an das Team Österreich zur Verteilung an finanziell schwächer gestellte Personen, 132 000 Stück FFP2-Masken an 66 Sozialmärkte. 14 Millionen Stück FFP2-Masken stehen als Kontingent für die Sozialeinrichtungen der Länder zur Verfügung.	True	False	False	False	False
+	True	33906	2020_04_03	22	Grüne	Bundesministerin für Justiz Dr. Alma Zadić, LL.M.	True	Daher möchte ich allen in Öster­reich lebenden Menschen, die sich an alle Maßnahmen halten, meinen Dank aus­sprechen. Ich möchte auch, um auf den Justizbereich zu sprechen zu kommen, kurz erwähnen, dass auch im Justizbereich angepackt wird, denn die Justizanstalten haben jetzt ihre Produktion umgestellt und haben angefangen, Masken zu produzieren. Die Insas­sin­nen und Insassen produzieren ungefähr 3 000 Masken pro Woche, und ich kann Ihnen berichten , dass diese waschbaren und wieder­verwendbaren Masken aus Baumwolle auch heute im Parlament aufliegen.	True	False	False	False	False
-	True	151303	2020_12_11	71	FPÖ	Abgeordneter Mag. Gerhard Kaniak (FPÖ)	False	Wie die To­deszahlen zeigen, haben wir dort auch das größte Problem. Sie sind also viel, viel zu spät dran und tun nun einen Tropfen auf den heißen Stein, mit zehn Masken für das nächste Monat – oder wie lange soll es anhalten? Wir wissen, eine Maske sollte maximal einen Tag lang getragen werden.	True	False	False	False	False
o	True	118099	2020_10_15	57	FPÖ	Abgeordnete Dr. Dagmar Belakowitsch (FPÖ)	False	Da kommen dann Bilder von Feiern in ÖVP-Lokalen heraus; im Übrigen gibt es auch noch Feiern in der Landesgeschäftsstelle, überall. Das ist dann die ÖVP: keine Mindestabstände und auch keine Masken. Erinnern wir uns an das Kleinwalsertal – ich lass es Ihnen stehen, Kollege Haubner, Sie können es gerne weiter betrachten –, auch da gab es ja keine Abstandsregeln, keine Masken.	True	False	False	False	False
-	False	71564	2020_05_29	34	FPÖ	Abgeordneter Mag. Gerhard Kaniak (FPÖ)	False	Besonders bedanken möchte ich mich bei Ihnen im Namen all jener Menschen, die mir teils wütend, teils verzweifelt geschrieben haben, wie sehr sie unter der Maskenpflicht gelitten haben, gesundheitlich, psychisch oder auch durch Diskriminierung in den ver­schiedenen Geschäften oder am Arbeitsplatz, weil für sie das Tragen einer Maske aus gesundheitlichen Gründen einfach nicht zumutbar war.	True	False	False	False	False
-	True	71818	2020_05_29	34	FPÖ	Abgeordneter Peter Wurm (FPÖ)	False	Masken sind nicht mehr wichtig. In den Abgeordnetenreihen hat plötzlich keiner mehr eine Maske auf, sogar bei den Grünen gibt es nur mehr ganz wenige mit Maske. Plötzlich können an einem Tisch im Lokal mehr als vier Personen sitzen, die Schüler müssen auch keine Masken mehr tragen und die Sperrstunde wird auf 1 Uhr verlegt, denn ab 1.30 Uhr ist es wieder gefährlich.	True	False	False	False	False
o	True	66161	2020_05_26	32	FPÖ	Abgeordneter Michael Schnedlitz (FPÖ)	False	– Ein krachendes Nicht genügend würde er bekommen, Herr Finanzminis­ter! Genau das haben Sie aber mit dem Budget gemacht, und während Sie hier hinter Ihrer Maske lachen, schaut die Sache für unser Land ganz traurig aus: Sie spielen nämlich nicht mit Ihrem Schulabschluss, Sie spielen mit der Zukunft von Millionen Österreicherin­nen und Österreichern, und das ist nicht zum Lachen, Herr Minister! Ihre Aufgabe wäre es gewesen, ein Konvolut, eine Arbeit abzugeben, deren Zahlen der Richtigkeit entsprechen – da haben Sie versagt!	True	False	False	False	False
-	False	121547	2020_10_15	58	FPÖ	Abgeordneter Christian Hafenecker, MA (FPÖ)	False	Vielleicht nur ganz kurz zu Kollegin Kucharowits, weil sie gesagt hat, Gestik und Mimik seien auch wichtig: Absolut, aber es ist jetzt mit den Masken ohnehin schon fast nicht mehr möglich, irgendeine Mimik zu erkennen; bei Präsident Sobotka weiß ich auch nicht, ob er unter seiner Maske jetzt lacht oder ob er sich gerade kränkt.	True	False	False	False	False
-	False	159475	2021_01_13	76	FPÖ	Abgeordneter Herbert Kickl (FPÖ)	False	Das ist Ihnen alles wurscht – wenn es nämlich nicht so wäre, dann würden Sie ja auch nicht diesen unmenschlichen Maskenzwang im Klassenzimmer verhängen.	True	False	False	False	False
+	False	36134	2020_04_22	24	ÖVP	Bundeskanzler Sebastian Kurz	True	Was wir in den nächsten Monaten gemeinsam werden erlernen müssen, ist, mit dem Virus zu leben und uns an Maßnahmen wie Abstand halten, Social Distancing, das Tragen von Masken, besondere Hygienevorschriften, das Vermeiden von sozialen Kontakten zu halten.	True	False	False	False	True
o	True	110645	2020_10_07	53	FPÖ	Abgeordneter Michael Schnedlitz (FPÖ)	False	Sie treten ein Theater um die Masken los, um Ihren Minister und vielleicht zukünftigen Gemeinderat – denn weiter wird er es nicht bringen – zu schützen. Dann ist es ausgerechnet der Minister, der seinen Mitarbeiter herbeiwinkt und ihm auf 10 Zentimeter Entfernung ohne Maske hier im Hohen Haus etwas ins Ohr flüstert. Das ist übrigens auch in der TVthek, während der Rede von Frau Kollegin Belakowitsch, nachzuprüfen.	True	False	False	False	False
+	True	174257	2021_02_24	85	ÖVP	Abgeordnete Gabriela Schwarz (ÖVP)	True	Ich erwarte von uns allen, dass wir diesem System gegenüber und unseren Mitmenschen gegenüber solidarisch sind. Das ist nämlich so, wenn man Masken trägt. Ich habe eine Zuschrift bekommen – Kollege Angerer war es, glaube ich; er hat heute aus einem Mail zitiert –, und dieses Mail möchte ich euch allen ans Herz legen.	True	False	False	False	False
-	False	50295	2020_05_26	32	FPÖ	Abgeordnete Dr. Dagmar Belakowitsch (FPÖ)	False	Da kann ich den Herrn Bundespräsidenten nur einladen, auch unsere Petition auf der Website www.coronawahnsinn.at zu unterschreiben, denn das ist nämlich genau eine der Forderungen, die wir haben: Weg mit der Sperrstunde und weg mit dieser sinnent­leerten Maskenpflicht, meine Damen und Herren!	True	False	False	False	False
-	False	59044	2020_05_26	32	FPÖ	Abgeordneter Erwin Angerer (FPÖ)	False	Nicht zuletzt vor dem Hintergrund der dargelegten Fakten und im Sinne der raschen und echten Unterstützung der massiv belasteten heimischen Gastronomiebetriebe sowie des Handels stellen die unterfertigten Abgeordneten daher nachstehenden Der Nationalrat wolle beschließen: „Die Bundesregierung wird aufgefordert, den Maskenzwang insbesondere im Handel und der Gastronomie umgehend zu beenden und auf Freiwilligkeit umzustellen, um so die dringend benötigten Umsatzzuwächse für die betroffenen Branchen zu ermöglichen und die Lebensqualität der Konsumentinnen und Konsumenten wieder zu steigern.“	True	False	False	False	False
o	True	180532	2021_03_24	89	FPÖ	Abgeordnete Dr. Dagmar Belakowitsch (FPÖ)	False	Da könnten Sie sie sogar runternehmen. Ich glaube, den Mechanismus der Maske haben Sie von der ÖVP noch gar nicht verstanden. Ja, jetzt kommen wir zur Dringlichen Anfrage zurück: Herr Bundesminister, ich habe Ihnen gut zugehört.	True	False	False	False	False
-	False	168717	2021_02_04	81	ÖVP	Abgeordnete Mag. Michaela Steinacker (ÖVP)	True	Die Demonstrationen der vergangenen Wochen, nämlich die, die stattgefunden haben, haben ganz klar gezeigt, dass sich die Menschen zum Großteil eben nicht an das Maskentragen, nicht an die Mindestabstände gehalten haben, und sie haben die Mitmenschen gefährdet.	True	False	False	False	False
-	True	170881	2021_02_24	85	FPÖ	Abgeordneter Christian Hafenecker, MA (FPÖ)	False	Da stellt man sich die Frage, wie der Ostererlass gehoben worden wäre, wie die rechtswidrige Unterscheidung von Handelsunternehmen gehoben worden wäre und wie der rechtswidrige Mindestabstand an Tischen gehoben worden wäre. – Herr Kollege, nimm die Maske ein bisschen herunter, dann kriegst du Luft, denn dann ist auch im Hirn wieder alles besser und du brauchst nicht so dazwischenzurufen. Meine sehr geehrten Damen und Herren, wie würde der Verfassungsgerichtshof damit umgehen, wenn er dann feststellen muss, ob Ihre Verordnungen entsprechend Coronagesetz rechtswidrig sind?	True	False	False	False	False
o	True	42801	2020_04_28	27	FPÖ	Abgeordnete Dr. Dagmar Belakowitsch (FPÖ)	False	Hören Sie also auf, zu sagen, das stimme nicht! In der Präsidiale haben weder der Präsident noch der Herr Klubobmann eine Maske mit oder auf. – Dort sitzen Sie auch nicht weiter als hier auseinander, hier ist auch nur ein Sitzplatz zwischen Ihnen.	True	False	False	False	False
-	True	176367	2021_03_08	87	FPÖ	Abgeordnete Rosa Ecker, MBA (FPÖ)	False	 Geschätzte Damen und Herren! Der Fasching ist schon einige Tage vorbei, aber eine Maske ist heute definitiv gefallen, nämlich die Maske des Herrn Bundeskanzlers, wie wichtig Frauen- und Familienpolitik für ihn ist. Unfassbar!	True	False	False	False	False
o	True	117510	2020_10_15	57	FPÖ	Abgeordneter Herbert Kickl (FPÖ)	False	Was ist denn da in Ihrem Bereich los? Lauter demaskierte Leute! Lauter Leute ohne Maske!	True	False	False	False	False
o	True	117719	2020_10_15	57	ÖVP	Abgeordneter Gabriel Obernosterer (ÖVP)	True	Einleitend nur ein paar Worte zu Herrn Klubobmann Kickl: Wir von der ÖVP halten uns an die Vorgaben des Gesundheitsministers. Es ist in der Präsidiale hier im Hause gesagt worden, dass wir aufgrund dessen, dass die Glasscheiben zwischen den Abgeordneten aufgebaut wurden , wenn wir hier herinnen sitzen, die Maske ablegen können. – Das zur Korrektheit!	True	False	False	False	False
-	False	54692	2020_05_26	32	FPÖ	Abgeordneter Ing. Mag. Volker Reifenberger (FPÖ)	False	Unser erster Antrag betrifft die Abschaffung des Maskenzwangs im Kunst- und Kulturbereich.	True	False	False	False	False
-	False	61236	2020_05_26	32	SPÖ	Abgeordnete Mag. Dr. Sonja Hammerschmid (SPÖ)	False	Kinder müssten zwar keine Masken tragen, die Verwendung von Masken von LehrerInnen könne aber ge­rade bei Kindern mit Behinderung Angst erzeugen.	True	False	False	False	False
+	False	33213	2020_04_03	22	NEOS	Abgeordnete Mag. Beate Meinl-Reisinger, MES (NEOS)	False	Gleichzeitig aber nicht dafür Sorge zu tragen, dass niedergelassene Ärzte in Österreich und auch Pflegepersonal flächendeckend ausreichend mit den entsprechenden höher klassifizierten Schutzmasken ausgerüstet werden, das ist fahrlässig, meine sehr geehrten Damen und Herren!	True	False	False	False	False
+	True	117511	2020_10_15	57	FPÖ	Abgeordneter Herbert Kickl (FPÖ)	False	Lauter demaskierte Leute! Lauter Leute ohne Maske! Ja, ungeheuerlich, was da passiert ist!	True	False	False	False	False
